,Query Index,No_index_exe_list,Exe_list_whatif,Exe_list_rainbow,Exe_list_lib,Exe_list_AIMEETAI,Whatif Ratio (%),Rainbow Ratio (%),Lib Ratio (%),Tree Model Ratio (%)
0,1,0.1786975860595703,0.03184866905212402,0.14883041381835938,0.22142457962036133,0.0274350643157959,82.17733672042608,16.71380845136569,-23.910224252580345,84.6472104516005
1,2,0.1324167251586914,0.02854442596435547,0.12683916091918945,0.12805676460266113,0.023927927017211914,78.44348897003219,4.212129723656634,3.2926056363387564,81.929830247247
2,3,0.17221832275390625,0.050863027572631836,0.15720868110656738,0.1508474349975586,0.0374598503112793,70.46596043946307,8.71547313161742,12.40918353785496,78.2486266778895
3,4,0.16424942016601562,0.04360246658325195,0.14777326583862305,0.15595316886901855,0.03424835205078125,73.45350349536662,10.03117959913603,5.05100796618436,79.14857049957034
4,5,0.16123604774475098,0.05084729194641113,0.15184450149536133,0.15725111961364746,0.031186580657958984,68.46406702618617,5.824718715666602,2.4714871065383357,80.65781126852617
5,6,0.3019576072692871,0.1989610195159912,0.02557063102722168,0.19291138648986816,0.18490934371948242,34.10961846092624,91.5317149124123,36.1130894384691,38.76314447193925
6,7,0.19818592071533203,0.19051003456115723,0.02027273178100586,0.1737823486328125,0.20697879791259766,3.8730733880941037,89.77085167915385,12.313474132994568,-4.436681054601974
7,8,0.19222235679626465,0.19553279876708984,0.020142078399658203,0.18735671043395996,0.19087958335876465,-1.7221940392365045,89.52146944020322,2.5312593412127176,0.6985521662931214
8,9,0.46753835678100586,0.3663649559020996,0.30805087089538574,0.3161444664001465,0.3671424388885498,21.639593717076714,34.11217145555477,32.38106311174208,21.473300839674494
9,10,0.3445866107940674,0.3270857334136963,0.330859899520874,0.3227195739746094,0.31947875022888184,5.078803654048534,3.983530074358213,6.345875357451493,7.2863714893990945
10,11,0.3619654178619385,0.3313717842102051,0.308443546295166,0.318453311920166,0.3572514057159424,8.452087448697235,14.786459956013498,12.021067150223983,1.3023377133210337
11,12,0.17628860473632812,0.06518411636352539,0.14934277534484863,0.1519486904144287,0.03285956382751465,63.02420314630083,15.285065890550278,13.806856295847489,81.36035855711596
12,13,0.4416487216949463,0.07667660713195801,0.060910701751708984,1.1296360492706299,0.6663861274719238,82.63855336483465,86.20833735962199,-155.7770449182659,-50.88600843550209
13,14,0.23222684860229492,0.16641783714294434,0.1624007225036621,0.24123811721801758,0.16986560821533203,28.338244201923967,30.06806771865343,-3.88037329445705,26.853587671837627
14,15,0.4510033130645752,0.0739433765411377,0.05624842643737793,1.0923240184783936,0.531731367111206,83.60469326961454,87.52815671016496,-142.19866835479172,-17.899658762611377
15,16,0.1715080738067627,0.17252254486083984,0.06702041625976562,0.1627027988433838,0.1767408847808838,-0.5915004649986029,60.922879738433075,5.13402941793852,-3.051058097717823
16,17,0.408754825592041,0.5562598705291748,0.2289869785308838,0.4040510654449463,0.5573029518127441,-36.08643511999823,43.97938221298825,1.150753422979605,-36.34162018895944
17,18,0.1887671947479248,0.1790006160736084,0.24540472030639648,0.1792285442352295,0.18272161483764648,5.173874987843339,-30.003902761867113,5.053129345611667,3.2026644875193715
18,19,0.7219812870025635,0.5468945503234863,0.08214497566223145,0.8117942810058594,0.5472383499145508,24.25086907805901,88.62228465736678,-12.439795271726622,24.203250171966335
19,20,0.36186695098876953,0.3549013137817383,0.4031789302825928,0.35701966285705566,0.3546605110168457,1.9249166545876213,-11.416344924824415,1.3395221968928304,1.9914612130875358
20,21,0.251361608505249,0.024666547775268555,0.022602081298828125,0.024919986724853516,0.025870561599731445,90.18682768544049,91.00814104698246,90.08600125013398,89.70783097960991
21,22,0.1324918270111084,0.03439474105834961,0.12086629867553711,0.14194440841674805,0.02635478973388672,74.04010357901859,8.774524887936355,-7.134463777035186,80.10836567928294
22,23,0.3362917900085449,0.32976651191711426,0.33107900619506836,0.3726508617401123,0.3188142776489258,1.940361996724589,1.5500776314949913,-10.81176312114058,5.197127280203614
23,24,0.12026762962341309,0.03672170639038086,0.03353452682495117,0.10724639892578125,0.11325192451477051,69.4666748605877,72.1167475155569,10.826878968517502,5.8334109773431475
24,25,0.4249744415283203,0.5192878246307373,0.22731971740722656,0.40349435806274414,0.5361123085021973,-22.192718875808428,46.509790897136114,5.054441247884959,-26.15165904429354
25,26,0.1787703037261963,0.1834719181060791,0.057448387145996094,0.16400456428527832,0.18352580070495605,-2.6299750472448613,67.86469231825899,8.259615346144459,-2.660115734905984
26,27,0.3343629837036133,0.3315315246582031,0.3130044937133789,0.32460498809814453,0.3231532573699951,0.8468219221060738,6.387815347756022,2.9183839363386146,3.3525619999714777
27,28,0.1943683624267578,0.1911017894744873,0.2696566581726074,0.18490862846374512,0.1917281150817871,1.6806093910995534,-38.734851086796525,4.86691035768608,1.3583729944556204
28,29,0.3185136318206787,0.341571569442749,0.3390517234802246,0.34250473976135254,0.33694982528686523,-7.239231015095704,-6.448104447569994,-7.53220758670093,-5.788196053274728
29,30,0.35878682136535645,0.35756516456604004,0.34955811500549316,0.353884220123291,0.37602758407592773,0.3404965641344948,2.5721976979933694,1.3664384949839221,-4.805294309574107
30,31,0.17186546325683594,0.05156970024108887,0.1593477725982666,0.15529823303222656,0.03203225135803223,69.99414584882418,7.283424151286804,9.639650637575327,81.3620195989213
31,32,0.19017910957336426,0.18762803077697754,0.1838364601135254,0.17272400856018066,0.18262338638305664,1.34140852910167,3.335092626139414,9.178243105849669,3.972951186519722
32,33,0.629349946975708,0.9132065773010254,0.47536683082580566,0.6153149604797363,0.8752720355987549,-45.10314677698286,24.467010268270645,2.2300766947571398,-39.07557151705601
33,34,0.19706201553344727,0.03435683250427246,0.04185986518859863,0.04244494438171387,0.03432655334472656,82.56547188393031,78.75802443444826,78.46112338452679,82.58083717868992
34,35,0.25862812995910645,0.02756786346435547,0.023479938507080078,0.025354862213134766,0.031169891357421875,89.34073278544201,90.9213516291547,90.19640198568354,87.94798873488729
35,36,0.1645650863647461,0.17432594299316406,0.16387701034545898,0.16397619247436523,0.18311405181884766,-5.931304655219375,0.4181178611373501,0.3578486198923267,-11.27150713668948
36,37,0.25249528884887695,0.028101444244384766,0.024744749069213867,0.027711153030395508,0.02936077117919922,88.87050749639769,90.1999165283341,89.02508115825435,88.37175485013815
37,38,0.1111001968383789,0.032564401626586914,0.03427529335021973,0.10748982429504395,0.10454916954040527,70.6891593774947,69.14920555894143,3.249654497540709,5.8965037726293374
38,39,0.11440610885620117,0.032358407974243164,0.0324091911315918,0.11231398582458496,0.11382079124450684,71.71618867405502,71.67180017255248,1.8286812238722612,0.5116139492428947
39,40,0.1081075668334961,0.033078670501708984,0.03181767463684082,0.09872841835021973,0.10821676254272461,69.4020765885373,70.56850360359566,8.675755784719343,-0.10100653675491139
40,41,0.1833333969116211,0.1789259910583496,0.056314945220947266,0.17101311683654785,0.18229913711547852,2.404038722631724,69.28276780465983,6.7201504377363595,0.5641415113478534
41,42,0.18077802658081055,0.18256664276123047,0.05744028091430664,0.16724777221679688,0.17871761322021484,-0.9893991068767326,68.22607149733989,7.484457386730815,1.1397476781696512
42,43,0.1764662265777588,0.18207550048828125,0.05806899070739746,0.17211365699768066,0.17371034622192383,-3.1786671134211444,67.09342527828706,2.466517057959638,1.5617041341452376
43,44,0.4190704822540283,0.5237417221069336,0.2237684726715088,0.40848278999328613,0.5022363662719727,-24.977001312503948,46.603618687735,2.5264705363629587,-19.845321381411825
44,45,0.4193570613861084,0.5471007823944092,0.2192552089691162,0.4102332592010498,0.5211122035980225,-30.461802785928338,47.71634266884453,2.175664374149687,-24.264559150519837
45,46,0.4006774425506592,0.553154706954956,0.22057890892028809,0.3927617073059082,0.5268192291259766,-38.054866137121905,44.9485083272689,1.9755879428501044,-31.48212831057211
